accommodates,price,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,availability_90,number_of_reviews,amenities,number_of_reviews_l30d,bedrooms,beds,minimum_nights,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count_entire_homes,latitude,longitude,bathroom_number,air_conditioning,kitchen,coffee_maker,elevator,distance
8,431,la Vila Olímpica del Poblenou,Sant Martí,Entire home/apt,40,27,"[""Central heating"", ""Fire extinguisher"", ""Stove"", ""Baking sheet"", ""Cooking basics"", ""Dining table"", ""Conditioner"", ""Private patio or balcony"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Paid parking garage on premises \u2013 1 space"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Board games"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Refrigerator"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Shared fenced garden or backyard"", ""Shared outdoor pool"", ""Body soap"", ""Stainless steel oven"", ""Elevator"", ""Host greets you"", ""Clothing storage: wardrobe and closet"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Crib - always at the listing"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Outdoor furniture""]",2,3.0,5.0,3,4.78,4.96,4.7,3,41.391651,2.193947,2.0,0,1,1,1,2.4080962333033145
6,431,la Dreta de l'Eixample,Eixample,Entire home/apt,69,5,"[""Cable TV"", ""Long term stays allowed"", ""Oven"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Air conditioning"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Refrigerator"", ""Iron"", ""Patio or balcony"", ""High chair"", ""Elevator"", ""Dishwasher"", ""Coffee maker""]",0,3.0,5.0,1,4.6,4.8,4.0,34,41.3932,2.1602,2.0,1,0,1,1,0.462470970804255
6,431,la Dreta de l'Eixample,Eixample,Entire home/apt,54,81,"[""Long term stays allowed"", ""Oven"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Air conditioning"", ""TV"", ""Hair dryer"", ""Washer"", ""Refrigerator"", ""Iron"", ""Elevator"", ""Dishwasher"", ""Coffee maker""]",3,3.0,4.0,1,4.69,4.89,4.67,34,41.3933,2.16012,2.0,1,0,1,1,0.4736553419734901
9,431,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,81,40,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Room-darkening shades"", ""Smart lock"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer"", ""Patio or balcony""]",3,4.0,7.0,4,4.33,4.83,4.25,30,41.39072,2.15824,4.0,1,1,1,1,0.5738633102354421
7,430,Sants - Badal,Sants-Montjuïc,Entire home/apt,75,151,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Smart lock"", ""Hangers"", ""TV"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Luggage dropoff allowed""]",0,3.0,4.0,1,4.64,4.01,4.49,97,41.3721,2.12293,2.0,1,1,1,0,4.110511277395637
8,430,el Besòs i el Maresme,Sant Martí,Entire home/apt,82,7,"[""Fire extinguisher"", ""Mini fridge"", ""Cooking basics"", ""Dryer"", ""Dining table"", ""Room-darkening shades"", ""Shared outdoor pool - available all year, open 24 hours, saltwater"", ""Hangers"", ""Freezer"", ""Safe"", ""Cleaning products"", ""Central air conditioning"", ""Microwave"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Lockbox"", ""Waterfront"", ""HDTV"", ""Dishwasher"", ""Coffee maker"", ""Free street parking"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""Clothing storage: closet"", ""Refrigerator"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Outdoor shower"", ""Body soap"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Outdoor dining area"", ""Smoke alarm"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Outdoor furniture"", ""Beachfront"", ""Boat slip""]",0,2.0,4.0,2,4.43,5.0,4.86,2,41.41465801,2.227049696,2.0,0,1,1,0,5.787414426896641
9,430,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,73,49,"[""Stove"", ""Air conditioning"", ""Smart lock"", ""Room-darkening shades"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Bed linens"", ""Elevator"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Washer"", ""Patio or balcony""]",3,4.0,5.0,4,4.29,4.71,4.43,30,41.39064,2.15764,4.0,1,1,1,1,0.6245644263194616
3,430,la Barceloneta,Ciutat Vella,Entire home/apt,63,24,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Single level home"", ""Dishwasher"", ""Coffee maker"", ""Hot tub"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Patio or balcony"", ""Beachfront""]",2,1.0,2.0,3,4.63,4.79,4.42,5,41.38096,2.19114,1.0,1,1,1,0,2.4555652930844993
5,429,la Dreta de l'Eixample,Eixample,Entire home/apt,60,43,"[""Fire extinguisher"", ""Baby bath"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Dining table"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Safe"", ""TV"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Clothing storage: closet"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Smoke alarm""]",0,3.0,4.0,1,4.79,4.98,4.65,39,41.39133,2.17117,2.0,1,1,1,1,0.5077168096067133
9,429,el Barri Gòtic,Ciutat Vella,Entire home/apt,61,31,"[""Cable TV"", ""Fire extinguisher"", ""Crib - available upon request"", ""Stove"", ""Cooking basics"", ""Dryer"", ""Dining table"", ""Heating - split type ductless system"", ""Hangers"", ""Freezer"", ""Safe"", ""Microwave"", ""Toaster"", ""Iron"", ""Wine glasses"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Clothing storage: closet"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Portable fans"", ""HDTV with standard cable"", ""Long term stays allowed"", ""Hair dryer"", ""AC - split type ductless system"", ""Free washer \u2013 In unit""]",2,5.0,5.0,2,4.9,5.0,4.77,1,41.38114,2.17416,2.0,0,1,1,0,1.3538165807396816
9,428,Sants - Badal,Sants-Montjuïc,Entire home/apt,61,154,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Smart lock"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Luggage dropoff allowed"", ""Patio or balcony""]",1,3.0,4.0,1,4.62,4.02,4.52,97,41.37065,2.12099,2.0,1,1,1,0,4.332827477262035
4,428,la Maternitat i Sant Ramon,Les Corts,Entire home/apt,88,17,"[""Air conditioning"", ""Dryer"", ""High chair"", ""Hangers"", ""TV"", ""Children\u2019s books and toys"", ""Iron"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Essentials"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Dedicated workspace"", ""Patio or balcony""]",0,2.0,3.0,3,4.87,4.93,4.87,1,41.37808,2.09262,2.0,1,1,1,1,6.220036226848751
8,428,la Dreta de l'Eixample,Eixample,Entire home/apt,55,126,"[""Cable TV"", ""Central heating"", ""Fire extinguisher"", ""Baby bath"", ""Crib - available upon request"", ""Cooking basics"", ""Occitane body soap"", ""Security cameras on property"", ""Ethernet connection"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Paid parking garage off premises"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Safe"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""EV charger"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Nespresso machine"", ""Gas stove"", ""Refrigerator"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Private gym nearby"", ""Hair dryer"", ""L'Occitane conditioner"", ""AC - split type ductless system"", ""Smoke alarm"", ""Occitane shampoo"", ""Free washer \u2013 In unit"", ""55\"" HDTV with Amazon Prime Video, HBO Max, Netflix, standard cable"", ""Dedicated workspace"", ""Clothing storage: closet, walk-in closet, and dresser"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Window guards""]",5,4.0,6.0,1,4.68,4.95,4.64,2,41.393337,2.170438,3.0,0,1,1,1,0.5040883090415923
8,427,la Vila Olímpica del Poblenou,Sant Martí,Entire home/apt,54,129,"[""Stove"", ""Air conditioning"", ""Smart lock"", ""Hangers"", ""Bathtub"", ""TV"", ""Microwave"", ""Iron"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Elevator"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Dedicated workspace"", ""Patio or balcony""]",0,3.0,6.0,2,4.5,4.88,4.43,127,41.38863,2.19631,2.0,1,1,1,1,2.6208659130381275
6,427,Sant Antoni,Eixample,Entire home/apt,45,113,"[""Wifi"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""Heating"", ""Air conditioning"", ""TV"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Coffee maker"", ""Iron"", ""Dryer"", ""Bathroom essentials"", ""High chair"", ""Full kitchen"", ""Dishwasher"", ""Crib"", ""Bedroom comforts""]",2,3.0,4.0,1,4.82,4.78,4.7,34,41.37585,2.15741,2.5,1,0,1,0,1.8264791381594214
6,426,la Dreta de l'Eixample,Eixample,Entire home/apt,60,143,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""High chair"", ""Room-darkening shades"", ""Smart lock"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Washer""]",1,3.0,5.0,1,4.75,4.97,4.55,43,41.39009,2.1647,2.0,1,1,1,1,0.13113649145434778
14,425,Vallcarca i els Penitents,Gràcia,Entire home/apt,65,75,"[""Cable TV"", ""Stove"", ""Baking sheet"", ""Cooking basics"", ""Dining table"", ""Private patio or balcony"", ""BBQ grill"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Cleaning products"", ""Children\u2019s books and toys"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""40\"" HDTV with standard cable"", ""Paid parking on premises"", ""Iron"", ""Wine glasses"", ""Cleaning before checkout"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Private fenced garden or backyard"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Outdoor dining area"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""Hair dryer"", ""AC - split type ductless system"", ""Smoke alarm"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Outdoor furniture"", ""Ceiling fan""]",1,6.0,18.0,3,4.72,4.53,4.56,2,41.41437,2.14656,4.0,0,1,1,0,3.0009863172212863
9,425,la Dreta de l'Eixample,Eixample,Entire home/apt,54,232,"[""Kitchen"", ""Hot water"", ""Long term stays allowed"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Cooking basics"", ""Iron"", ""Essentials"", ""Dedicated workspace"", ""Elevator"", ""Hangers""]",2,5.0,7.0,3,4.59,4.97,4.6,1,41.38959,2.1721,4.0,1,1,0,1,0.6130598640511379
10,425,el Fort Pienc,Eixample,Entire home/apt,72,44,"[""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Smart lock"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Washer""]",1,4.0,8.0,3,4.61,4.68,4.48,18,41.40161,2.18237,2.0,1,1,0,1,1.8466373233026965
6,424,les Corts,Les Corts,Entire home/apt,41,2,"[""Kitchen"", ""Long term stays allowed"", ""Wifi"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Window guards"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Elevator"", ""Hangers""]",0,3.0,6.0,1,5.0,4.5,3.5,7,41.38288,2.12983,2.0,1,1,0,1,3.0843467896531642
6,424,la Dreta de l'Eixample,Eixample,Entire home/apt,62,5,"[""Cable TV"", ""Fire extinguisher"", ""Crib - available upon request"", ""Air conditioning"", ""Cooking basics"", ""High chair"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Induction stove"", ""Private entrance"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed""]",0,3.0,5.0,2,4.6,5.0,4.4,8,41.392338,2.164229,2.0,1,1,1,1,0.14207646508701138
4,424,Sant Antoni,Eixample,Entire home/apt,66,25,"[""Air conditioning"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Washer"", ""Patio or balcony"", ""Clothing storage""]",0,2.0,5.0,2,4.4,4.84,4.24,161,41.38232,2.16013,2.0,1,1,1,1,1.0738775198659445
10,423,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,62,31,"[""Air conditioning"", ""Ethernet connection"", ""Dryer"", ""High chair"", ""Hot water kettle"", ""Freezer"", ""Safe"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Patio or balcony""]",3,4.0,7.0,1,4.68,4.94,4.65,38,41.3879,2.17611,4.0,1,1,1,0,0.9916017776815045
3,421,el Poblenou,Sant Martí,Entire home/apt,84,555,"[""Cable TV"", ""Stove"", ""Cooking basics"", ""Security cameras on property"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""32\"" HDTV with standard cable"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Paid parking garage on premises"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Kitchenette"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Shared outdoor pool"", ""Body soap"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Building staff""]",7,1.0,2.0,1,4.79,4.77,4.54,6,41.39909,2.20733,1.0,0,1,1,1,3.6305263080883545
10,421,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,16,215,"[""Stove"", ""Cooking basics"", ""Pocket wifi"", ""Ethernet connection"", ""Private patio or balcony"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Portable air conditioning"", ""TV"", ""Microwave"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Iron"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""AC - split type ductless system"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Dedicated workspace""]",1,4.0,8.0,2,4.22,4.81,4.31,1,41.39285,2.15657,2.0,0,1,1,1,0.7327087872798793
6,421,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,30,58,"[""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Private patio or balcony"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Microwave"", ""Iron"", ""HDTV with Netflix"", ""Single level home"", ""Dishwasher"", ""Coffee maker"", ""Free street parking"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Heating"", ""Backyard"", ""Refrigerator"", ""Essentials"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Dedicated workspace"", ""Outdoor furniture"", ""Building staff""]",3,3.0,4.0,1,4.97,4.97,4.74,5,41.39161,2.15712,3.0,0,1,1,0,0.665760864236601
6,420,la Dreta de l'Eixample,Eixample,Entire home/apt,25,145,"[""Fire extinguisher"", ""Wifi"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Heating"", ""Air conditioning"", ""TV"", ""Washer"", ""Hair dryer"", ""Coffee maker"", ""Smoke alarm"", ""Iron"", ""Dryer"", ""Bathroom essentials"", ""High chair"", ""Full kitchen"", ""Elevator"", ""Dishwasher"", ""Crib"", ""Bedroom comforts""]",2,2.0,3.0,2,4.9,4.98,4.8,6,41.39264,2.16305,2.0,1,0,1,1,0.23082971492993962
4,420,la Dreta de l'Eixample,Eixample,Entire home/apt,30,53,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Hangers"", ""Children\u2019s books and toys"", ""Microwave"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Backyard"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Private entrance"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Outdoor dining area"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Indoor fireplace"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Patio or balcony"", ""Outdoor furniture""]",1,2.0,3.0,3,4.89,4.96,4.45,10,41.3904,2.1762,2.0,1,1,1,1,0.931830609009396
