accommodates,price,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,availability_90,number_of_reviews,amenities,number_of_reviews_l30d,bedrooms,beds,minimum_nights,review_scores_cleanliness,review_scores_location,review_scores_value,calculated_host_listings_count_entire_homes,latitude,longitude,bathroom_number,air_conditioning,kitchen,coffee_maker,elevator,distance
8,499,el Barri Gòtic,Ciutat Vella,Entire home/apt,47,43,"[""Fire extinguisher"", ""Crib - available upon request"", ""Stove"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""Room-darkening shades"", ""Heating - split type ductless system"", ""Hangers"", ""Hot water kettle"", ""Safe"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Free street parking"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Clothing storage: closet"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Standalone high chair - available upon request"", ""Body soap"", ""Elevator"", ""Host greets you"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""AC - split type ductless system"", ""Smoke alarm"", ""Laundromat nearby"", ""Luggage dropoff allowed"", ""Dedicated workspace""]",4,4.0,4.0,3,4.88,4.95,4.58,13,41.381172,2.175498,4.0,0,1,0,1,1.4164474396290934
9,498,la Dreta de l'Eixample,Eixample,Entire home/apt,62,24,"[""Cable TV"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Dryer"", ""High chair"", ""Hangers"", ""Microwave"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Dedicated workspace"", ""Patio or balcony""]",0,3.0,6.0,1,4.79,4.96,4.42,1,41.38944,2.16317,3.0,1,1,1,1,0.2555187490181932
3,498,el Barri Gòtic,Ciutat Vella,Entire home/apt,68,74,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Ethernet connection"", ""Dryer"", ""High chair"", ""Hangers"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Shared pool""]",3,1.0,2.0,1,4.96,4.96,4.7,1,41.38297,2.17306,1.0,1,1,1,0,1.1344250498360484
10,497,les Corts,Les Corts,Entire home/apt,65,31,"[""Fire extinguisher"", ""Stove"", ""Cooking basics"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Cleaning products"", ""Portable air conditioning"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""HDTV"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Backyard"", ""Free parking on premises"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Portable fans"", ""Body soap"", ""Private entrance"", ""Private pool"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Clothing storage: closet, walk-in closet, and dresser"", ""Outdoor furniture""]",3,4.0,7.0,3,4.65,4.71,4.35,3,41.38826,2.13396,3.0,0,1,1,0,2.617472117735707
4,496,Sant Antoni,Eixample,Entire home/apt,76,7,"[""Air conditioning"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Safe"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Clothing storage""]",1,2.0,3.0,3,4.57,4.57,4.0,161,41.37715,2.15739,1.0,1,1,1,1,1.69248913825334
9,495,el Bon Pastor,Sant Andreu,Entire home/apt,40,9,"[""GPQ shampoo"", ""Central heating"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Hisense refrigerator"", ""Security cameras on property"", ""Dining table"", ""Private patio or balcony"", ""Room-darkening shades"", ""Private garden or backyard"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Safe"", ""Free driveway parking on premises"", ""TV"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Dishwasher"", ""Coffee maker"", ""Free street parking"", ""GPQ body soap"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Stainless steel oven"", ""Outdoor dining area"", ""Indoor fireplace"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Rice maker"", ""Outdoor furniture"", ""Window guards""]",0,5.0,5.0,5,4.89,4.67,4.89,1,41.433872,2.21974,5.5,1,1,1,0,6.576666000136288
16,495,la Maternitat i Sant Ramon,Les Corts,Entire home/apt,52,16,"[""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Barbecue utensils"", ""Dining table"", ""Private patio or balcony"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Lockbox"", ""Iron"", ""Cleaning before checkout"", ""Bread maker"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Shared fenced garden or backyard"", ""Bed linens"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Luggage dropoff allowed"", ""Free residential garage on premises \u2013 1 space"", ""Dedicated workspace"", ""Clothing storage""]",1,6.0,11.0,2,4.5,4.56,4.63,2,41.374516,2.113909,6.5,1,1,1,0,4.656753567356283
7,495,la Dreta de l'Eixample,Eixample,Entire home/apt,57,119,"[""Fire extinguisher"", ""Air conditioning"", ""Dryer"", ""High chair"", ""Bedroom comforts"", ""TV"", ""Iron"", ""Bathroom essentials"", ""Dishwasher"", ""Coffee maker"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Elevator"", ""Crib"", ""Paid parking off premises"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Full kitchen""]",3,4.0,7.0,5,4.99,4.99,4.86,1,41.39639,2.16565,4.5,1,0,1,1,0.5753199829246853
12,494,la Dreta de l'Eixample,Eixample,Entire home/apt,41,165,"[""Kitchen"", ""Hot water"", ""Host greets you"", ""Dishes and silverware"", ""Wifi"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""TV"", ""Hair dryer"", ""Heating"", ""Washer"", ""Cooking basics"", ""Iron"", ""Essentials"", ""Elevator"", ""Hangers"", ""Crib""]",2,4.0,9.0,1,4.47,4.94,4.46,22,41.38765,2.16738,2.0,0,1,0,1,0.44206353901662043
12,494,la Dreta de l'Eixample,Eixample,Entire home/apt,60,162,"[""Kitchen"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Heating"", ""TV"", ""Hair dryer"", ""Microwave"", ""Cooking basics"", ""Coffee maker"", ""Refrigerator"", ""Iron"", ""Dedicated workspace"", ""Elevator"", ""Crib""]",0,4.0,9.0,1,4.53,4.91,4.47,22,41.38785,2.16513,2.0,0,1,1,1,0.3762365884235231
10,494,el Raval,Ciutat Vella,Entire home/apt,78,37,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Dryer"", ""Room-darkening shades"", ""Hangers"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Washer"", ""Patio or balcony""]",3,4.0,8.0,4,4.08,4.81,4.24,23,41.37841,2.17315,3.0,1,1,1,0,1.576673822020954
6,493,la Vila Olímpica del Poblenou,Sant Martí,Entire home/apt,77,5,"[""Cooking basics"", ""Hangers"", ""Bathtub"", ""Cleaning products"", ""Central air conditioning"", ""TV"", ""Extra pillows and blankets"", ""Iron"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Free parking on premises"", ""Pool"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Hair dryer"", ""Washer""]",1,3.0,4.0,7,4.8,5.0,4.6,8,41.39116,2.19251,2.0,0,1,0,1,2.28779785297014
8,491,la Dreta de l'Eixample,Eixample,Entire home/apt,39,32,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Patio or balcony""]",1,4.0,7.0,1,4.56,4.97,4.45,34,41.38856,2.17057,2.0,1,1,1,1,0.5456476234873543
8,490,el Poblenou,Sant Martí,Entire home/apt,55,9,"[""Stove"", ""Cooking basics"", ""Private patio or balcony"", ""High chair"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""Microwave"", ""42\"" HDTV"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Free washer \u2013 In unit""]",0,3.0,8.0,1,4.22,4.56,3.67,16,41.40623,2.20064,2.0,0,1,1,1,3.402314331969739
12,488,la Dreta de l'Eixample,Eixample,Entire home/apt,38,7,"[""Private entrance"", ""Kitchen"", ""Long term stays allowed"", ""Fire extinguisher"", ""First aid kit"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Smoke alarm"", ""Cooking basics"", ""Iron"", ""Essentials"", ""Dedicated workspace"", ""Elevator"", ""Hangers"", ""Crib"", ""Building staff""]",2,6.0,12.0,1,5.0,4.86,4.71,7,41.39786,2.16727,4.0,1,1,0,1,0.7590491993464212
6,486,el Fort Pienc,Eixample,Entire home/apt,74,56,"[""Air conditioning"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Smoke alarm"", ""Clothing storage""]",0,4.0,8.0,2,4.52,4.71,4.34,161,41.39908,2.17836,2.0,1,1,1,1,1.4097613201001007
10,485,la Dreta de l'Eixample,Eixample,Entire home/apt,67,47,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Bed linens"", ""Elevator"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer"", ""Patio or balcony""]",2,4.0,8.0,4,4.53,4.96,4.55,25,41.38927,2.17153,2.0,1,1,1,1,0.5802791653599043
12,484,la Dreta de l'Eixample,Eixample,Entire home/apt,62,319,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""High chair"", ""Hangers"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Washer"", ""Smoke alarm""]",3,6.0,7.0,4,4.79,4.98,4.71,7,41.39068,2.16571,4.0,1,1,1,1,0.08065003603506951
8,483,la Sagrada Família,Eixample,Entire home/apt,52,66,"[""Central heating"", ""Fire extinguisher"", ""Baby bath"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""Conditioner"", ""High chair"", ""Room-darkening shades"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Safe"", ""Central air conditioning"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""HDTV"", ""Shared sauna"", ""Dishwasher"", ""Paid parking garage on premises"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Clothing storage: closet"", ""Nespresso machine"", ""Shared outdoor pool - rooftop"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Patio or balcony"", ""Shared gym in building"", ""Building staff""]",2,4.0,7.0,3,4.85,4.94,4.73,19,41.40522,2.17169,2.0,0,1,1,1,1.6499335737937166
8,483,la Sagrada Família,Eixample,Entire home/apt,52,4,"[""Central heating"", ""Baby bath"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""Conditioner"", ""High chair"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Safe"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Shared sauna"", ""Single level home"", ""Dishwasher"", ""Paid parking garage on premises"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Nespresso machine"", ""Shared outdoor pool - rooftop"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Patio or balcony"", ""Shared gym in building"", ""Building staff""]",0,4.0,7.0,3,5.0,5.0,4.5,19,41.40472,2.17376,2.0,0,1,1,1,1.6650819717459708
8,483,la Sagrada Família,Eixample,Entire home/apt,52,8,"[""Central heating"", ""Baby bath"", ""Cooking basics"", ""Security cameras on property"", ""Dining table"", ""Conditioner"", ""High chair"", ""Room-darkening shades"", ""Private patio or balcony"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Safe"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Shared sauna"", ""Single level home"", ""Dishwasher"", ""Paid parking garage on premises"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Babysitter recommendations"", ""Dishes and silverware"", ""Clothing storage: closet"", ""Nespresso machine"", ""Shared outdoor pool - rooftop"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Elevator"", ""Crib"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Shared gym in building"", ""Building staff""]",0,4.0,7.0,3,5.0,5.0,4.75,19,41.40398,2.1738,2.0,0,1,1,1,1.5928969377238251
6,481,el Barri Gòtic,Ciutat Vella,Entire home/apt,35,8,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Dryer"", ""Freezer"", ""Bathtub"", ""TV"", ""Microwave"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Long term stays allowed"", ""Oven"", ""Hair dryer"", ""Washer"", ""Patio or balcony""]",0,4.0,4.0,1,5.0,5.0,4.38,33,41.37796,2.18038,2.0,1,1,1,1,1.9510610427324109
6,480,la Dreta de l'Eixample,Eixample,Entire home/apt,43,46,"[""Cable TV"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Room-darkening shades"", ""Smart lock"", ""Hangers"", ""Microwave"", ""Paid parking on premises"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer""]",1,3.0,6.0,1,4.87,4.8,4.61,43,41.39236,2.17143,2.0,1,1,1,1,0.5439106539177113
6,479,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,Entire home/apt,45,60,"[""Stove"", ""Cooking basics"", ""Private patio or balcony"", ""High chair"", ""Hangers"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Waterfront"", ""Single level home"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Bidet"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm"", ""Free washer \u2013 In unit"", ""Beachfront""]",1,3.0,5.0,1,4.48,4.69,4.54,34,41.40361,2.21314,2.0,0,1,1,0,4.238023197968774
6,479,el Barri Gòtic,Ciutat Vella,Entire home/apt,70,192,"[""Kitchen"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Shampoo"", ""Hair dryer"", ""Microwave"", ""AC - split type ductless system"", ""Coffee maker"", ""Free washer \u2013 In unit"", ""Iron"", ""Essentials"", ""Refrigerator"", ""High chair"", ""Elevator"", ""Dishwasher"", ""Crib""]",1,3.0,5.0,1,4.83,4.98,4.7,1,41.37888,2.17566,2.0,0,1,1,1,1.6325527217950926
10,477,el Raval,Ciutat Vella,Entire home/apt,84,36,"[""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Dryer"", ""Room-darkening shades"", ""Hangers"", ""TV"", ""Microwave"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Wifi"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Private entrance"", ""Long term stays allowed"", ""Oven"", ""Washer"", ""Patio or balcony""]",3,4.0,8.0,4,3.72,4.5,4.17,23,41.37909,2.17094,3.0,1,1,1,0,1.43592012522455
5,476,el Poblenou,Sant Martí,Entire home/apt,55,15,"[""Air conditioning"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Cleaning products"", ""TV"", ""Microwave"", ""Toaster"", ""Iron"", ""Shower gel"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Long term stays allowed"", ""Oven"", ""Shampoo"", ""Hair dryer"", ""Washer"", ""Clothing storage""]",1,2.0,4.0,3,4.47,4.73,4.2,161,41.40116,2.2026,1.0,1,1,1,0,3.318213769029454
13,476,la Vila de Gràcia,Gràcia,Entire home/apt,64,49,"[""Cable TV"", ""Central heating"", ""Fire extinguisher"", ""Baby bath"", ""Game console: PS3"", ""Window AC unit"", ""Stove"", ""Cooking basics"", ""Security cameras on property"", ""Ethernet connection"", ""Dryer"", ""Dining table"", ""High chair"", ""Room-darkening shades"", ""Private patio or balcony"", ""Smart lock"", ""Hangers"", ""Hot water kettle"", ""Freezer"", ""Bathtub"", ""Safe"", ""Cleaning products"", ""Microwave"", ""Toaster"", ""Extra pillows and blankets"", ""Cleaning before checkout"", ""Iron"", ""Shower gel"", ""Wine glasses"", ""Single level home"", ""Dishwasher"", ""Coffee maker"", ""Drying rack for clothing"", ""Hot water"", ""Kitchen"", ""First aid kit"", ""Wifi"", ""Babysitter recommendations"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Portable fans"", ""Body soap"", ""Elevator"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Clothing storage: closet, wardrobe, walk-in closet, and dresser"", ""Rice maker""]",1,5.0,10.0,3,4.76,4.96,4.71,1,41.40031,2.16339,2.5,0,1,1,1,1.0191268527301898
6,476,la Dreta de l'Eixample,Eixample,Entire home/apt,86,85,"[""Cable TV"", ""Fire extinguisher"", ""Stove"", ""Air conditioning"", ""Cooking basics"", ""Security cameras on property"", ""Ethernet connection"", ""High chair"", ""Hangers"", ""Bathtub"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Wifi"", ""Dishes and silverware"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""TV with standard cable"", ""Washer"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Patio or balcony"", ""Window guards"", ""Building staff""]",2,3.0,6.0,1,4.88,4.89,4.71,7,41.3943,2.16764,2.0,1,1,1,0,0.4021153042506402
8,474,la Dreta de l'Eixample,Eixample,Entire home/apt,73,41,"[""Kitchen"", ""Long term stays allowed"", ""Oven"", ""Wifi"", ""Heating"", ""TV"", ""Hair dryer"", ""Air conditioning"", ""Washer"", ""Toaster"", ""Refrigerator"", ""Iron"", ""Essentials"", ""Dryer"", ""Patio or balcony"", ""Elevator"", ""Dishwasher"", ""Coffee maker"", ""Hot water kettle""]",1,4.0,5.0,1,4.76,4.93,4.54,11,41.38641,2.16466,2.0,1,1,1,1,0.5375095932140891
6,474,la Dreta de l'Eixample,Eixample,Entire home/apt,68,16,"[""Cooking basics"", ""High chair"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Extra pillows and blankets"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Carbon monoxide alarm"", ""Heating"", ""Refrigerator"", ""Bed linens"", ""Crib"", ""Host greets you"", ""Oven"", ""Long term stays allowed"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Hair dryer"", ""Smoke alarm"", ""Free washer \u2013 In unit""]",2,3.0,4.0,4,4.94,5.0,4.75,5,41.38636,2.1683,2.0,0,1,1,0,0.6046357853275652
8,473,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,33,86,"[""Stove"", ""Cooking basics"", ""Security cameras on property"", ""Private patio or balcony"", ""High chair"", ""Hangers"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Smoke alarm""]",5,3.0,5.0,1,4.8,4.95,4.71,36,41.384235,2.183663,2.0,0,1,1,0,1.7342469363283326
8,473,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,36,120,"[""Stove"", ""Cooking basics"", ""Security cameras on property"", ""High chair"", ""Hangers"", ""Central air conditioning"", ""TV"", ""Microwave"", ""Lockbox"", ""Iron"", ""Dishwasher"", ""Coffee maker"", ""Kitchen"", ""Hot water"", ""Dishes and silverware"", ""Wifi"", ""Babysitter recommendations"", ""Heating"", ""Refrigerator"", ""Essentials"", ""Bed linens"", ""Crib"", ""Long term stays allowed"", ""Oven"", ""Paid parking off premises"", ""Shampoo"", ""Hair dryer"", ""Patio or balcony""]",5,3.0,5.0,1,4.9,4.94,4.64,36,41.384235,2.183663,2.0,0,1,1,0,1.7342469363283326
